Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating
Attack on Titan (KOEI),XOne,2016,Action,Tecmo Koei,0.02,0.03,0,0,0.06,,,,,,
Attack on Titan: Humanity in Chains,3DS,2013,Action,Screenlife,0,0,0.42,0,0.42,46,22,4.5,34,Spike Chunsoft,M
Azada,3DS,2012,Puzzle,Licensed 4U,0,0.02,0,0,0.02,,,tbd,,Engine Software,E
Azure Striker Gunvolt,3DS,2016,Action,Yacht Club Games,0.01,0,0,0,0.01,77,20,8.4,62,Inti Creates,E10+
Azure Striker Gunvolt: Striker Pack,3DS,2016,Action,Inti Creates,0,0,0.01,0,0.01,,,tbd,,Inti Creates,T
Back to the Future: The Game,PS4,2015,Adventure,Telltale Games,0.1,0.05,0,0.03,0.18,,,7.1,18,Telltale Games,T
Back to the Future: The Game,X360,2015,Adventure,Telltale Games,0.02,0,0,0,0.02,,,7.5,10,Telltale Games,
Back to the Future: The Game,XOne,2015,Adventure,Telltale Games,0,0.02,0,0,0.02,,,7.3,7,Telltale Games,T
Bad Apple Wars,PSV,2015,Action,Idea Factory,0,0,0.03,0,0.03,,,,,Otomate,
Bakemonogatari Portable,PSP,2012,Action,Namco Bandai Games,0,0,0.05,0,0.05,,,,,,
Bakumatsu Rock,PSP,2014,Action,Marvelous Entertainment,0,0,0.01,0,0.01,,,,,,
Bakumatsu Rock: Ultra Soul,PSV,2014,Misc,Marvelous Interactive,0,0,0.02,0,0.02,,,,,,
Bakumatsu Rock: Ultra Soul,PSP,2014,Misc,Marvelous Interactive,0,0,0.01,0,0.01,,,,,,
Balloon Pop 2,3DS,2012,Puzzle,UFO Interactive,0.01,0,0,0,0.01,,,tbd,,UFO Interactive,E
Barbie and Her Sisters Puppy Rescue,3DS,2015,Action,Namco Bandai Games,0,0.03,0,0,0.03,,,tbd,,"Torus Games, Little Orbit",E
Barbie and Her Sisters Puppy Rescue,Wii,2015,Action,Namco Bandai Games,0,0.03,0,0,0.03,,,tbd,,"Torus Games, Little Orbit",E
Barbie and Her Sisters Puppy Rescue,WiiU,2015,Action,Namco Bandai Games,0,0.01,0,0,0.01,,,2.8,11,"Torus Games, Little Orbit",E
Batman: A Telltale Game Series,PS4,2016,Adventure,Telltale Games,0.03,0.05,0,0.01,0.09,,,,,,
Batman: A Telltale Game Series,PS3,2016,Adventure,Telltale Games,0.01,0.04,0,0.01,0.05,,,,,,
Batman: A Telltale Game Series,X360,2016,Adventure,Telltale Games,0.01,0.02,0,0,0.03,,,,,,
Batman: A Telltale Game Series,XOne,2016,Adventure,Telltale Games,0.02,0.01,0,0,0.03,,,4.3,7,Telltale Games,M
Batman: Arkham City,WiiU,2012,Action,Warner Bros. Interactive Entertainment,0.16,0.18,0,0.03,0.36,,,,,,
Batman: Arkham Knight,PS4,2015,Action,Warner Bros. Interactive Entertainment,1.53,1.69,0.1,0.64,3.95,87,89,7.6,2679,Rocksteady Studios,M
Batman: Arkham Knight,XOne,2015,Action,Warner Bros. Interactive Entertainment,0.88,0.47,0,0.14,1.49,85,16,6.6,694,Rocksteady Studios,M
Batman: Arkham Origins,PS3,2013,Action,Warner Bros. Interactive Entertainment,1.07,0.8,0.04,0.38,2.29,76,46,7.7,668,WB Games Montreal,T
Batman: Arkham Origins,X360,2013,Action,Warner Bros. Interactive Entertainment,1.15,0.56,0,0.17,1.88,74,46,7.5,685,WB Games Montreal,T
Batman: Arkham Origins,WiiU,2013,Action,Warner Bros. Interactive Entertainment,0.19,0.09,0,0.03,0.31,68,5,7.4,127,Human Head Studios,T
Batman: Arkham Origins Blackgate,PSV,2013,Action,Warner Bros. Interactive Entertainment,0.16,0.17,0,0.1,0.42,61,38,6.8,106,Armature Studio,T
Batman: Arkham Origins Blackgate,3DS,2013,Action,Warner Bros. Interactive Entertainment,0.16,0.09,0,0.02,0.27,68,7,6.8,38,Armature Studio,T
Batman: Arkham VR,PS4,2016,Action,Warner Bros. Interactive Entertainment,0.25,0,0,0.06,0.3,75,59,7.3,89,Rocksteady Studios,M
Batman: Return to Arkham,PS4,2016,Action,Warner Bros. Interactive Entertainment,0.07,0.16,0,0.04,0.26,73,28,8.5,79,"Rocksteady Studios, Virtuos",T
Batman: Return to Arkham,XOne,2016,Action,Warner Bros. Interactive Entertainment,0.05,0.05,0,0.01,0.11,77,6,8.2,43,"Rocksteady Studios, Virtuos",T
Battle Princess of Arcadias,PS3,2013,Role-Playing,Nippon Ichi Software,0,0,0.02,0,0.02,69,22,7.9,25,ApolloSoft,T
Battleborn,PS4,2016,Shooter,Take-Two Interactive,0.12,0.08,0.02,0.04,0.26,68,55,6.8,402,Gearbox Software,T
Battleborn,XOne,2016,Shooter,Take-Two Interactive,0.1,0.04,0,0.01,0.15,71,20,7.2,171,Gearbox Software,T
Battlefield 1,PS4,2016,Shooter,Electronic Arts,1.1,2.15,0.21,0.61,4.08,88,31,8.4,809,EA DICE,M
Battlefield 1,XOne,2016,Shooter,Electronic Arts,1.28,0.77,0,0.2,2.25,87,37,8.2,440,EA DICE,M
Battlefield 4,PS4,2013,Shooter,Electronic Arts,1.35,1.55,0.17,0.51,3.59,85,18,6.9,1580,EA DICE,M
Battlefield 4,PS3,2013,Shooter,Electronic Arts,1.3,1.42,0.27,0.5,3.49,80,14,5.8,579,EA DICE,M
Battlefield 4,X360,2013,Shooter,Electronic Arts,2.15,1.01,0.02,0.31,3.48,79,21,5.6,542,EA DICE,M
Battlefield 4,XOne,2013,Shooter,Electronic Arts,1.25,0.58,0,0.19,2.02,81,5,6.6,480,EA DICE,M
Battlefield: Hardline,PS4,2015,Shooter,Electronic Arts,0.71,0.94,0.14,0.32,2.1,73,46,5,845,Visceral Games,M
Battlefield: Hardline,XOne,2015,Shooter,Electronic Arts,0.72,0.37,0.01,0.11,1.21,71,27,5.1,299,Visceral Games,M
Battlefield: Hardline,PS3,2015,Shooter,Electronic Arts,0.13,0.15,0.07,0.06,0.41,,,5.3,81,Visceral Games,M
Battlefield: Hardline,X360,2015,Shooter,Electronic Arts,0.17,0.09,0,0.03,0.28,,,4.1,65,Visceral Games,M
Battlezone,PS4,2016,Action,Rebellion Developments,0.02,0.02,0,0.01,0.04,66,39,7,31,Rebellion,T
Bayonetta 2,WiiU,2014,Action,Nintendo,0.32,0.28,0.1,0.06,0.76,91,80,8.2,1217,PlatinumGames,M
Bella Sara 2 - The Magic of Drasilmare,3DS,2013,Adventure,Big Ben Interactive,0,0.02,0,0,0.02,,,,,,
Ben 10 Galactic Racing,PSV,2012,Racing,D3Publisher,0.02,0.01,0,0.01,0.04,,,3.8,8,Monkey Bar Games,E
Ben 10 Omniverse 2,3DS,2013,Action,Namco Bandai Games,0,0.02,0,0,0.02,,,7.6,5,1st Playable Productions,E10+
Ben 10 Omniverse 2,X360,2013,Action,Namco Bandai Games,0,0.01,0,0,0.01,,,5.1,9,High Voltage Software,E10+
Berserk and the Band of the Hawk,PS4,2016,Action,Tecmo Koei,0,0,0.04,0,0.04,,,,,Omega Force,
Berserk and the Band of the Hawk,PSV,2016,Action,Tecmo Koei,0,0,0.02,0,0.02,,,,,Omega Force,
Beyblade Evolution,3DS,2013,Action,Rising Star Games,0.02,0.01,0,0,0.04,49,7,6.3,4,Rising Star Games,E
Beyond: Two Souls,PS3,2013,Adventure,Sony Computer Entertainment,0.52,0.8,0.06,0.26,1.63,70,98,8.1,2652,Quantic Dream,M
Big Hero 6: Battle in the Bay,3DS,2014,Action,GameMill Entertainment,0,0.01,0,0,0.01,,,,,,
Binary Domain,PS3,2012,Action,Sega,0.09,0.07,0.14,0.03,0.33,72,33,8.2,179,Sega,M
Binary Domain,X360,2012,Action,Sega,0.09,0.06,0.02,0.02,0.19,74,43,8,185,Sega,M
Binary Star,PSV,2014,Adventure,Idea Factory,0,0,0.01,0,0.01,,,,,,
BioShock Infinite,X360,2013,Shooter,Take-Two Interactive,1.22,0.54,0.02,0.16,1.93,93,33,8.5,1647,Irrational Games,M
BioShock Infinite,PS3,2013,Shooter,Take-Two Interactive,0.72,0.65,0.04,0.28,1.69,94,27,8.5,1863,Irrational Games,M
BioShock The Collection,PS4,2016,Shooter,Take-Two Interactive,0.1,0.19,0.02,0.06,0.37,84,39,8.5,210,2K Games,M
BioShock The Collection,XOne,2016,Shooter,Take-Two Interactive,0.08,0.06,0,0.01,0.16,84,16,8.3,79,2K Games,M
Birds of Steel,PS3,2012,Simulation,Konami Digital Entertainment,0.1,0.08,0.02,0.03,0.23,73,27,8.4,18,Gaijin Entertainment,T
Birds of Steel,X360,2012,Simulation,Konami Digital Entertainment,0.11,0.03,0,0.01,0.15,77,18,8.9,18,Gaijin Entertainment,T
Black Rose Valkyrie,PS4,2016,Role-Playing,Idea Factory,0,0,0.02,0,0.02,,,,,,
Blade Arcus from Shining EX,PS4,2015,Fighting,Sega,0,0,0.02,0,0.02,,,,,,
Blade Arcus from Shining EX,PS3,2015,Fighting,Sega,0,0,0.02,0,0.02,,,,,,
Blades of Time,X360,2012,Action,Konami Digital Entertainment,0.07,0.02,0,0.01,0.1,52,23,6.5,30,Gaijin Entertainment,M
Blades of Time,PS3,2012,Action,Konami Digital Entertainment,0.04,0.03,0.01,0.01,0.1,53,19,7.2,22,Gaijin Entertainment,M
Bladestorm: Nightmare,PS4,2015,Action,Tecmo Koei,0.08,0.04,0.03,0.02,0.17,58,33,6.5,21,Omega Force,T
Bladestorm: Nightmare,XOne,2015,Action,Tecmo Koei,0.03,0.02,0,0,0.05,48,6,7.1,8,Omega Force,T
Bladestorm: Nightmare,PS3,2015,Action,Tecmo Koei,0,0,0.03,0,0.03,,,7.4,5,Koei Tecmo Games,T
BlazBlue Central Fiction,PS4,2016,Fighting,PQube,0.04,0,0.03,0.01,0.08,85,21,7.6,39,Arc System Works,T
BlazBlue Central Fiction,PS3,2016,Fighting,PQube,0.02,0.02,0.02,0.01,0.06,,,tbd,,Arc System Works,T
BlazBlue: Chrono Phantasma,PS3,2013,Fighting,Arc System Works,0.14,0,0.14,0.03,0.3,83,16,8.3,64,Arc System Works,T
BlazBlue: Chrono Phantasma,PSV,2014,Fighting,Arc System Works,0.03,0,0.03,0.01,0.07,,,7.8,28,Arc System Works,T
BlazBlue: Chrono Phantasma Extend,PS4,2015,Action,PQube,0.07,0.03,0.02,0.02,0.14,80,10,7.7,31,Arc System Works,T
BlazBlue: Chrono Phantasma Extend,XOne,2015,Action,PQube,0.05,0.01,0,0.01,0.07,,,6.3,4,Arc System Works,T
BlazBlue: Chrono Phantasma Extend,PS3,2015,Action,PQube,0,0,0.04,0,0.04,,,8.3,10,Arc System Works,T
BlazBlue: Chrono Phantasma Extend,PSV,2015,Action,PQube,0,0.02,0,0.01,0.03,,,6.8,13,Arc System Works,T
Blazblue: Continuum Shift Extend,PSP,2012,Fighting,Arc System Works,0,0,0.01,0,0.01,,,,,,
Bloodborne,PS4,2015,Action,Sony Computer Entertainment,1.03,0.81,0.26,0.38,2.48,92,100,8.6,6383,From Software,M
Book of Spells,PS3,2012,Action,Sony Computer Entertainment,0.14,0.39,0,0.15,0.67,,,,,,
Borderlands 2,X360,2012,Shooter,Take-Two Interactive,1.89,0.88,0.04,0.25,3.05,89,59,8.2,892,Gearbox Software,M
Borderlands 2,PS3,2012,Shooter,Take-Two Interactive,1.05,0.72,0.1,0.35,2.23,91,25,8.2,858,Gearbox Software,M
Borderlands 2,PSV,2014,Shooter,Take-Two Interactive,0.32,0.16,0.01,0.15,0.64,64,31,7.6,358,Iron Galaxy Studios,M
Borderlands: The Handsome Collection,PS4,2015,Shooter,Take-Two Interactive,0.38,0.33,0.03,0.14,0.88,82,49,7.8,345,Gearbox Software,M
Borderlands: The Handsome Collection,XOne,2015,Shooter,Take-Two Interactive,0.26,0.13,0,0.04,0.43,80,11,7.8,119,Gearbox Software,M
Borderlands: The Pre-Sequel,X360,2014,Shooter,Take-Two Interactive,0.46,0.19,0.01,0.07,0.72,74,16,6.4,161,2K Australia,M
Borderlands: The Pre-Sequel,PS3,2014,Shooter,Take-Two Interactive,0.26,0.21,0.05,0.1,0.61,77,24,6.3,130,2K Australia,M
Bound By Flame,PS4,2014,Role-Playing,Focus Home Interactive,0.08,0.09,0,0.03,0.19,53,40,5.9,230,Spiders,M
Brain Age: Concentration Training,3DS,2012,Puzzle,Nintendo,0.09,0,0,0.01,0.09,71,11,7.9,17,Nintendo,E
Brave: The Video Game,DS,2012,Action,Disney Interactive Studios,0,0.01,0,0,0.02,,,tbd,,Behaviour Interactive,E10+
Brave: The Video Game,Wii,2012,Action,Disney Interactive Studios,0,0.01,0,0,0.01,,,,,,
Bravely Default: Flying Fairy,3DS,2012,Role-Playing,Nintendo,0.5,0.32,0.49,0.08,1.38,,,,,,
Bravely Second: End Layer,3DS,2015,Role-Playing,Nintendo,0.17,0.1,0.18,0.03,0.49,81,70,7.4,103,Silicon Studio,T
Broken Sword 5: The Serpent's Curse,PS4,2015,Adventure,Revolution Software,0,0.06,0,0.01,0.07,72,14,7.2,23,Revolution Software,T
Broken Sword 5: The Serpent's Curse,XOne,2015,Adventure,Revolution Software,0,0.02,0,0,0.02,77,12,7.2,11,Revolution Software,T
Brothers Conflict: Brilliant Blue,PSP,2013,Adventure,Idea Factory,0,0,0.03,0,0.03,,,,,,
Brothers Conflict: Passion Pink,PSP,2012,Action,Idea Factory,0,0,0.03,0,0.03,,,,,,
Brothers Conflict: Precious Baby,PSV,2017,Action,Idea Factory,0,0,0.01,0,0.01,,,,,,
Brothers in Arms: Furious 4,PS3,2012,Shooter,Ubisoft,0.01,0.05,0,0.01,0.07,,,,,Gearbox Software,M
Brothers: A Tale of Two Sons,PS4,2015,Adventure,505 Games,0.03,0.08,0,0.02,0.14,81,10,8.6,73,Starbreeze,T
Brothers: A Tale of Two Sons,XOne,2015,Adventure,505 Games,0.03,0.01,0,0,0.04,81,6,8.9,26,Starbreeze,T
Bullet Girls,PSV,2014,Action,D3Publisher,0,0,0.06,0,0.06,,,,,,
Bullet Girls 2,PSV,2016,Action,D3Publisher,0,0,0.04,0,0.04,,,,,,
Bunmei Kaika: Aoiza Ibunroku Saien,PSP,2012,Action,FuRyu,0,0,0.01,0,0.01,,,,,,
Cabela's Big Game Hunter: Pro Hunts,PS3,2014,Shooter,Activision,0.03,0,0,0.01,0.03,,,5.9,8,Cauldron Ltd.,T
Cabela's Big Game Hunter: Pro Hunts,X360,2014,Shooter,Activision,0.02,0,0,0,0.03,,,7.3,4,Cauldron Ltd.,T
Cabela's Big Game Hunter: Pro Hunts,WiiU,2014,Shooter,Activision,0.02,0,0,0,0.02,,,tbd,,Cauldron Ltd.,T
Caladrius,X360,2013,Shooter,Moss,0,0,0.01,0,0.01,,,tbd,,Moss,T
Caligula,PSV,2016,Role-Playing,FuRyu,0,0,0.06,0,0.06,,,,,Aquria,
Call of Duty Black Ops: Declassified,PSV,2012,Action,Activision,0.71,0.43,0.07,0.26,1.47,33,58,4.8,479,Nihilistic,M
Call of Duty: Advanced Warfare,PS4,2014,Shooter,Activision,2.81,3.48,0.14,1.23,7.66,83,39,5.7,1443,Sledgehammer Games,M
Call of Duty: Advanced Warfare,XOne,2014,Shooter,Activision,3.22,1.55,0.01,0.48,5.27,81,53,5.4,898,Sledgehammer Games,M
Call of Duty: Advanced Warfare,PS3,2014,Shooter,Activision,1.56,1.93,0.19,0.68,4.36,,,4.8,207,High Moon Studios,M
Call of Duty: Advanced Warfare,X360,2014,Shooter,Activision,2.77,1.11,0,0.4,4.29,,,4.9,221,High Moon Studios,M
Call of Duty: Black Ops 3,PS4,2015,Shooter,Activision,6.03,5.86,0.36,2.38,14.63,,,,,,
Call of Duty: Black Ops 3,XOne,2015,Shooter,Activision,4.59,2.11,0.01,0.68,7.39,,,,,,
Call of Duty: Black Ops 3,X360,2015,Shooter,Activision,1.14,0.4,0,0.16,1.71,,,,,,
Call of Duty: Black Ops 3,PS3,2015,Shooter,Activision,0.49,0.87,0.07,0.26,1.69,,,,,,
Call of Duty: Black Ops II,PS3,2012,Shooter,Activision,4.99,5.73,0.65,2.42,13.79,83,21,5.3,922,Treyarch,M
Call of Duty: Black Ops II,X360,2012,Shooter,Activision,8.25,4.24,0.07,1.12,13.67,83,73,4.8,2256,Treyarch,M
Call of Duty: Black Ops II,WiiU,2012,Shooter,Activision,0.2,0.18,0,0.03,0.41,81,31,6.9,228,Treyarch,M
Call of Duty: Ghosts,X360,2013,Shooter,Activision,6.73,2.56,0.04,0.91,10.25,73,29,2.6,2117,Infinity Ward,M
Call of Duty: Ghosts,PS3,2013,Shooter,Activision,4.1,3.63,0.38,1.25,9.36,71,10,2.6,1047,Infinity Ward,M
Call of Duty: Ghosts,PS4,2013,Shooter,Activision,1.78,1.43,0.05,0.57,3.83,78,49,3.7,1564,Infinity Ward,M
Call of Duty: Ghosts,XOne,2013,Shooter,Activision,1.88,0.77,0,0.27,2.92,78,7,4.3,700,Infinity Ward,M
Call of Duty: Ghosts,WiiU,2013,Shooter,Activision,0.22,0.09,0.01,0.03,0.34,69,6,3.4,256,Treyarch,M
Call of Duty: Infinite Warfare,PS4,2016,Shooter,Activision,1.61,2,0.15,0.71,4.46,77,82,3.4,1129,Infinity Ward,M
Call of Duty: Infinite Warfare,XOne,2016,Shooter,Activision,1.46,0.74,0,0.22,2.42,78,17,3.1,290,Infinity Ward,M
Call of Duty: Modern Warfare Trilogy,X360,2016,Shooter,Activision,0.02,0.02,0,0,0.04,,,tbd,,Infinity Ward,M
Call of Duty: Modern Warfare Trilogy,PS3,2016,Shooter,Activision,0.01,0.01,0,0,0.02,,,7,5,Infinity Ward,M
Capcom Digital Collection,X360,2012,Action,Capcom,0.02,0.01,0,0,0.02,65,11,5.3,4,Capcom,T
Captain Morgane and the Golden Turtle,DS,2012,Adventure,Reef Entertainment,0,0.02,0,0,0.02,,,tbd,,Wizarbox,
Captain Morgane and the Golden Turtle,PS3,2012,Adventure,Reef Entertainment,0,0.02,0,0,0.02,,,tbd,,Wizarbox,
Captain Morgane and the Golden Turtle,Wii,2012,Adventure,Reef Entertainment,0,0.01,0,0,0.01,,,tbd,,Wizarbox,
Captain Toad: Treasure Tracker,WiiU,2014,Puzzle,Nintendo,0.53,0.38,0.19,0.09,1.19,81,78,8.6,377,Nintendo EAD Tokyo,E
Card Fight!! Vanguard G: Stride to Victory!!,3DS,2016,Misc,FuRyu,0,0,0.04,0,0.04,,,,,,
Cardfight!! Vanguard: Lock On Victory!!,3DS,2014,Misc,FuRyu,0,0,0.07,0,0.07,,,,,,
Cardfight!! Vanguard: Ride to Victory,3DS,2013,Misc,FuRyu,0,0,0.09,0,0.09,,,,,,
Carmageddon: Max Damage,XOne,2016,Action,Stainless Games,0.01,0.01,0,0,0.02,52,15,7.1,12,Stainless Games,M
Carmageddon: Max Damage,PS4,2016,Action,Stainless Games,0.01,0,0,0,0.01,51,28,5.5,39,Stainless Games,M
Cartoon Network Battle Crashers,3DS,2016,Action,FuRyu Corporation,0.01,0,0,0,0.01,,,tbd,,Magic Pockets,E10+
Castlevania: Lords of Shadow - Mirror of Fate,3DS,2013,Action,Konami Digital Entertainment,0.04,0.07,0.03,0.01,0.15,,,,,,
Castlevania: Lords of Shadow 2,PS3,2014,Action,Konami Digital Entertainment,0.03,0.12,0.02,0.03,0.2,63,55,7.8,528,Mercury Steam,M
Castlevania: Lords of Shadow 2,X360,2014,Action,Konami Digital Entertainment,0.02,0.06,0,0.01,0.09,70,22,7.8,239,Mercury Steam,M
Chaos Rings III,PSV,2014,Role-Playing,Square Enix,0,0,0.06,0,0.06,,,,,,
Chaos;Child,PSV,2015,Adventure,5pb,0,0,0.05,0,0.05,,,,,,
Chaos;Child,PS4,2015,Adventure,5pb,0,0,0.01,0,0.01,,,,,,
Chaos;Child,PS3,2015,Adventure,5pb,0,0,0.01,0,0.01,,,,,,
Chaos;Head Noah,PSV,2014,Adventure,5pb,0,0,0.01,0,0.01,,,,,,
Chibi-Robo! Zip Lash,3DS,2015,Platform,Nintendo,0.09,0.08,0.06,0.02,0.24,,,,,,
Child of Light,PSV,2014,Role-Playing,Ubisoft,0,0.04,0.02,0.01,0.07,83,14,7.8,108,Ubisoft Montreal,E10+
Child of Light,PS4,2014,Role-Playing,Ubisoft,0,0.01,0.04,0,0.05,82,46,8,451,Ubisoft Montreal,E10+
Cho~ricchi! Tamagotchi no Puchi Puchi Omisecchi,3DS,2012,Action,Namco Bandai Games,0,0,0.07,0,0.07,,,,,,
Chou Ezaru wa Akai Hana: Koi wa Tsuki ni Shirube Kareru,PSV,2016,Action,dramatic create,0,0,0.01,0,0.01,,,,,,
Choujikuu Yousai Macross: Do You Remember Love,PS3,2012,Shooter,Namco Bandai Games,0,0,0.05,0,0.05,,,,,,
Chousoku Henkei Gyrozetter: Albatross no Tsubasa,3DS,2013,Role-Playing,Square Enix,0,0,0.05,0,0.05,,,,,,
Ciel Nosurge: Ushinawareta Hoshi e Sasagu Uta,PSV,2012,Adventure,Gust,0,0,0.1,0,0.1,,,,,,
Clash of Elementalists,3DS,2013,Action,Unknown,0,0.03,0,0,0.03,,,,,,
Clock Zero: Shuuen no Ichibyou - ExTime,PSV,2015,Action,Idea Factory,0,0,0.02,0,0.02,,,,,,
Code Name: S.T.E.A.M.,3DS,2015,Strategy,Nintendo,0.14,0.05,0.01,0.02,0.21,69,69,7.7,125,Intelligent Systems,T
Code of Princess,3DS,2012,Action,Agatsuma Entertainment,0.16,0,0.03,0.01,0.2,67,38,7.6,73,Studio Saizensen,T
Code:Realize - Sousei no Himegimi,PSV,2014,Adventure,Idea Factory,0.05,0,0.03,0.02,0.1,,,,,,
Collar x Malice,PSV,2016,Action,Idea Factory,0,0,0.02,0,0.02,,,,,Otomate,
Conception II: Children of the Seven Stars,PSV,2013,Role-Playing,Screenlife,0.1,0,0.04,0.03,0.17,62,24,7.6,118,Spike,M
Conception II: Children of the Seven Stars,3DS,2013,Role-Playing,Screenlife,0.09,0,0.03,0.01,0.12,62,11,7.7,44,Spike,M
Conception: Please Give Birth to My Child!,PSP,2012,Role-Playing,Spike,0,0,0.08,0,0.08,,,,,,
Cooking Mama 5: Bon Appetit!,3DS,2013,Simulation,Office Create,0,0,0.03,0,0.03,,,,,,
Cooking Mama: My Sweets Shop,3DS,2014,Simulation,Office Create,0,0,0.03,0,0.03,,,,,,
Corpse Party: Back to School Edition,3DS,2016,Adventure,Xseed Games,0.05,0,0,0.01,0.06,,,,,,
Corpse Party: Blood Covered - Repeated Fear,3DS,2015,Adventure,5pb,0,0,0.04,0,0.04,,,,,,
Corpse Party: Blood Drive,PSV,2014,Adventure,Marvelous Interactive,0.08,0.01,0.06,0.03,0.18,60,19,7.4,58,5pb,M
Country Dance: All Stars,X360,2012,Action,GameMill Entertainment,0.16,0,0,0.01,0.17,,,5.2,5,High Voltage Software,E10+
Coven and Labyrinth of Refrain,PSV,2016,Action,Nippon Ichi Software,0,0,0.02,0,0.02,,,,,,
Crayon Shin-chan: Arashi o Yobu Kasukabe Eiga Stars!,3DS,2014,Adventure,Namco Bandai Games,0,0,0.06,0,0.06,,,,,,
Criminal Girls 2,PSV,2015,Role-Playing,Nippon Ichi Software,0.01,0.01,0.03,0.01,0.05,,,,,,
Criminal Girls: Invite Only,PSV,2013,Role-Playing,Nippon Ichi Software,0.01,0.01,0.04,0.01,0.06,55,31,6.7,37,"Image Epoch, Imageepoch",M
Cross Ange: Tenshi to Ryuu no Rondo tr.,PSV,2015,Action,Namco Bandai Games,0,0,0.02,0,0.02,,,,,,
Crows: Burning Edge,PS4,2016,Action,Namco Bandai Games,0,0,0.01,0,0.01,,,,,,
Crush3D,3DS,2012,Platform,Sega,0.07,0.04,0,0.01,0.12,71,32,7.4,16,Zoe Mode,E10+
Crysis 3,X360,2013,Shooter,Electronic Arts,0.51,0.31,0.01,0.08,0.9,76,45,6.7,344,Crytek,M
Crysis 3,PS3,2013,Shooter,Electronic Arts,0.26,0.42,0.03,0.16,0.87,77,23,6.3,288,Crytek,M
Culdcept,3DS,2012,Misc,Nintendo,0,0,0.16,0,0.16,,,,,,
Culdcept Revolt,3DS,2016,Strategy,Nintendo,0,0,0.06,0,0.06,,,,,,
Curse of the Amsterdam Diamond,DS,2012,Puzzle,Easy Interactive,0,0.01,0,0,0.01,,,,,,
Custom Drive,PSP,2012,Action,D3Publisher,0,0,0.02,0,0.02,,,,,,
Cut the Rope,3DS,2014,Puzzle,Activision,0.06,0,0,0.01,0.07,,,tbd,,ZeptoLab,E
CV Casting Voice,PS3,2014,Adventure,Namco Bandai Games,0,0,0.02,0,0.02,,,,,,
D.C. III: Da Capo III,PSP,2013,Adventure,Kadokawa Games,0,0,0.03,0,0.03,,,,,,
Dai-2-Ji Super Robot Taisen OG,PS3,2012,Strategy,Namco Bandai Games,0,0,0.3,0,0.3,,,,,,
Dai-2-Ji Super Robot Taisen Z Saisei-hen,PSP,2012,Strategy,Namco Bandai Games,0,0,0.36,0,0.36,,,,,,
Daigasso! Band Brothers P,3DS,2013,Misc,Nintendo,0,0,0.18,0,0.18,,,,,,
Daito Giken Koushiki Pachi-Slot Simulator Hihouden: Taiyou o Motomeru Monotachi,PS3,2013,Misc,Paon Corporation,0,0,0.03,0,0.03,,,,,,
Daiya no Kuni no Alice: Wonderful Mirror World,PSP,2013,Adventure,Quinrose,0,0,0.01,0,0.01,,,,,,
Damage Inc.: Pacific Squadron WWII,X360,2012,Simulation,Mad Catz,0.07,0,0,0.01,0.07,49,24,5.5,6,Mad Catz,T
Dance Central 3,X360,2012,Misc,Microsoft Game Studios,0.57,0.18,0,0.06,0.81,86,43,8,45,Harmonix Music Systems,T
Dance Central: Spotlight,XOne,2014,Misc,Microsoft Game Studios,0.15,0.03,0,0,0.19,74,19,7,47,Harmonix Music Systems,T
Dance with Devils,PSV,2016,Action,N/A,0,0,0.01,0,0.01,,,,,,
Danganronpa 2: Goodbye Despair,PSP,2012,Misc,Spike,0,0,0.19,0,0.19,,,,,,
Danganronpa 2: Goodbye Despair,PSV,2014,Misc,Nippon Ichi Software,0.08,0.05,0,0.04,0.17,81,50,8.7,140,Spike Chunsoft,M
Danganronpa Another Episode: Ultra Despair Girls,PSV,2014,Action,Nippon Ichi Software,0.06,0.01,0.12,0.02,0.21,72,35,8.4,77,Spike Chunsoft,M
Danganronpa: Trigger Happy Havoc,PSV,2013,Misc,Nippon Ichi Software,0.09,0.05,0.15,0.04,0.33,80,55,8.1,235,Spike Chunsoft,M
Dangerous Ji-San to 1000-nin no Otomodachi Yokoshima,3DS,2012,Action,Namco Bandai Games,0,0,0.08,0,0.08,,,,,,
Darius Burst: Chronicle Saviours,PSV,2016,Action,Kadokawa Games,0,0,0.03,0,0.03,,,,,,
Dark Souls II,PS3,2014,Role-Playing,Namco Bandai Games,0.4,0.33,0.4,0.15,1.27,91,69,8.1,1107,From Software,T
Dark Souls II,X360,2014,Role-Playing,Namco Bandai Games,0.48,0.18,0.01,0.07,0.74,91,30,7.9,915,From Software,T
Dark Souls II,PS4,2015,Role-Playing,Namco Bandai Games,0.21,0.23,0.08,0.09,0.6,,,,,,
Dark Souls II,XOne,2015,Role-Playing,Namco Bandai Games,0.14,0.07,0,0.02,0.23,,,,,,
Dark Souls III,PS4,2016,Role-Playing,Namco Bandai Games,0.65,0.45,0.34,0.22,1.65,89,69,8.8,1940,From Software,M
Dark Souls III,XOne,2016,Role-Playing,Namco Bandai Games,0.26,0.09,0,0.04,0.39,87,14,8.6,514,From Software,
Darksiders II,PS3,2012,Action,THQ,0.35,0.35,0.01,0.14,0.84,84,39,7.1,422,Vigil Games,M
